Drug,SMILES,permeable
PROCINONIDE,CCC(=O)OCC(=O)[C@]12OC(C)(C)O[C@@H]2C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
RIMEXOLONE,CCC(=O)[C@@]1(C)[C@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]21C,1
TICABESONE,CSC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
TICABESONE-PROPIONATE,CCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C)C(=O)SC,1
TIXOCORTOL-PIVALATE,CC(C)(C)C(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C)C(=O)CS,1
TIMOBESONE-ACETATE,CSC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
TIMOBESONE,CSC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
TIPREDANE,CCS[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C)SC,1
TIXOCORTOL,C[C@@]12CCC(=O)C=C2CC[C@H]2[C@@H]3CC[C@](O)(C(=O)CS)[C@@]3(C)C[C@H](O)[C@@H]21,1
TRALONIDE,CC1(C)O[C@@H]2C[C@H]3C4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(Cl)[C@@H](Cl)C[C@]3(C)[C@@]2(O1)C(=O)CF,1
TRIAMCINOLONE-ACETONIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,1
TRIAMCINOLONE-BENETONIDE,CC(CNC(=O)c1ccccc1)C(=O)OCC(=O)[C@]12OC(C)(C)O[C@@H]2C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
TRIAMCINOLONE-DIACETATE,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C[C@H]2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C)OC(C)=O,1
TRIAMCINOLONE-FURETONIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)COC(=O)c1oc2ccccc2c1,1
TRIAMCINOLONE-HEXACETONIDE,CC(C)(C)CC(=O)OCC(=O)[C@]12OC(C)(C)O[C@@H]2C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1
TRIAMCINOLONE,C[C@@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]2C[C@@H](O)[C@]1(O)C(=O)CO,1
TRICLONIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(Cl)[C@@H](Cl)C[C@]3(C)[C@@]2(O1)C(=O)CCl,1
ISOFLUPREDONE,C[C@@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]2CC[C@]1(O)C(=O)CO,1
TERGURIDE,CCN(CC)C(=O)N[C@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1,1
ALFADOLONE,C[C@@]12CC[C@@H](O)C[C@@H]2CC[C@H]2[C@@H]3CC[C@H](C(=O)CO)[C@@]3(C)CC(=O)[C@@H]21,1
ALFAXALONE,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,1
ALIFLURANE,COC1(F)C(F)(F)C1(F)Cl,1
CRYOFLUORANE,FC(F)(Cl)C(F)(F)Cl,1
CYCLOPROPANE,C1CC1,1
METHYLENE-CHLORIDE,ClCCl,1
ETHER,CCOCC,1
ENFLURANE,FC(F)OC(F)(F)C(F)Cl,1
ETHYLENE,C=C,1
ETHYL-CHLORIDE,CCCl,1
ETICYCLIDINE,CCNC1(CCCCC1)c1ccccc1,1
ETOMIDATE,CCOC(=O)c1cncn1C(C)c1ccccc1,1
ETOXADROL,CCC1(OCC(O1)C1CCCCN1)c1ccccc1,1
FLUROXENE,FC(F)(F)COC=C,1
HALOTHANE,FC(F)(F)C(Cl)Br,1
DESFLURANE,FC(F)OC(F)C(F)(F)F,1
ISOFLURANE,FC(F)OC(Cl)C(F)(F)F,1
KETAMINE,CNC1CCCC(=O)C1c1ccccc1Cl,1
METHITURAL,CCCC(C)C1(CCSC)C(=O)NC(=NC1=O)S,1
METHOHEXITAL,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,1
METHOXYFLURANE,COC(F)(F)C(Cl)Cl,1
MINAXOLONE,CCO[C@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](C(C)=O)[C@@]4(C)C[C@H]([C@@H]32)N(C)C)C[C@@H]1O,1
NITROUS-OXIDE,[N-]=[N+]=O,1
NORFLURANE,FCC(F)(F)F,1
PHENCYCLIDINE,C1CCN(CC1)C1(CCCCC1)c1ccccc1,1
PROPANIDID,CCCOC(=O)Cc1ccc(c(c1)OC)OCC(=O)N(CC)CC,1
PROPOFOL,CC(C)c1cccc(c1O)C(C)C,1
RENANOLONE,CC(=O)[C@H]1CCC2C3CC[C@@H]4C[C@H](O)CC[C@]4(C)C3C(=O)C[C@@]21C,1
ROFLURANE,COC(F)(F)C(F)Br,1
SEVOFLURANE,FCOC(C(F)(F)F)C(F)(F)F,1
TEFLURANE,FC(Br)C(F)(F)F,1
THIAMYLAL,CCCC(C)C1(CC=C)C(=O)NC(=NC1=O)S,1
TILETAMINE,CCNC1(CCCCC1=O)c1sccc1,1
TRIBROMOETHANOL,OCC(Br)(Br)Br,1
TRICHLOROETHYLENE,ClC=C(Cl)Cl,1
URETHANE,CCOC(N)=O,1
XYLAZINE,Cc1cccc(c1NC1=NCCCS1)C,1
BENZYL-ALCOHOL,OCc1ccccc1,1
CHLOROFORM,ClC(Cl)Cl,1
VINYL-ETHER,C=COC=C,1
ALMOXATONE,CNC[C@@H]1CN(C(=O)O1)c1ccc(cc1)OCc1cccc(c1)Cl,1
BEFLOXATONE,COC[C@H]1CN(C(=O)O1)c1ccc(cc1)OCC[C@@H](O)C(F)(F)F,1
BROFAROMINE,COc1cc(c2oc(cc2c1)C1CCNCC1)Br,1
EFETOZOLE,CC(n1ccnc1C)c1ccccc1,1
CIMOXATONE,COCC1CN(C(=O)O1)c1ccc(cc1)OCc1cccc(c1)C#N,1
CLORGILINE,CN(CCCOc1ccc(cc1Cl)Cl)CC#C,1
FENOXYPROPAZINE,CC(COc1ccccc1)NN,1
IPROCLOZIDE,CC(C)NNC(=O)COc1ccc(cc1)Cl,1
IPRONIAZID,CC(C)NNC(=O)c1ccncc1,1
ISOCARBOXAZID,Cc1onc(c1)C(=O)NNCc1ccccc1,1
ATIBEPRONE,CC(C)c1sc(nn1)COc1ccc2c(c1)OC(=O)C(=C2C)C,1
MOFEGILINE,NC/C(/CCc1ccc(cc1)F)=C/F,1
MEBANAZINE,CC(NN)c1ccccc1,1
MOCLOBEMIDE,Clc1ccc(cc1)C(=O)NCCN1CCOCC1,1
NIALAMIDE,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,1
OCTAMOXIN,CCCCCCC(C)NN,1
PHENELZINE,NNCCc1ccccc1,1
PHENIPRAZINE,CC(Cc1ccccc1)NN,1
PROCARBAZINE,CNNCc1ccc(cc1)C(=O)NC(C)C,1
RASAGILINE,C#CCN[C@@H]1CCc2ccccc12,1
SELEGILINE,C[C@H](Cc1ccccc1)N(C)CC#C,1
BAZINAPRINE,N#Cc1cc(nnc1NCCN1CCOCC1)c1ccccc1,1
TOLOXATONE,Cc1cccc(c1)N1CC(CO)OC1=O,1
TRANYLCYPROMINE,NC1CC1c1ccccc1,1
AMIFLAMINE,CC(N)Cc1ccc(cc1C)N(C)C,1
CIMEMOXIN,NNCC1CCCCC1,1
ETRYPTAMINE,CCC(N)Cc1c[nH]c2ccccc12,1
PARGYLINE,CN(CC#C)Cc1ccccc1,1
CABERGOLINE,CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(Cc3c[nH]c4cccc2c34)N(CC=C)C1,1
QUINAGOLIDE,CCCN1C[C@H](C[C@@H]2Cc3c(cccc3CC21)O)NS(=O)(=O)N(CC)CC,1
LISURIDE,CCN(CC)C(=O)NC1CN(C)C2Cc3c[nH]c4cccc(c34)C2=C1,1
PERGOLIDE,CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc1c[nH]c3cccc2c13,1
PIRIBEDIL,C1Oc2ccc(cc2O1)CN1CCN(CC1)c1ncccn1,1
ETISULERGINE,CCN(CC)S(=O)(=O)N[C@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1,1
ROMERGOLINE,CN1C[C@H](CN2CC(=O)NC(=O)C2)C=C2[C@H]1Cc1c[nH]c3cccc2c13,1
MESULERGINE,CN(C)S(=O)(=O)N[C@H]1C[C@H]2[C@@H](Cc3cn(c4cccc2c34)C)N(C)C1,1
OCFENTANIL,COCC(=O)N(C1CCN(CC1)CCc1ccccc1)c1ccccc1F,1
BRIFENTANIL,CCN1N=NN(CCN2CC[C@@H]([C@H](C)C2)N(C(=O)COC)c2ccccc2F)C1=O,1
MIRFENTANIL,O=C(N(C1CCN(CC1)CCc1ccccc1)c1cnccn1)c1occc1,1
TREFENTANIL,CCN1N=NN(CCN2CCC(CC2)(N(C(=O)CC)c2ccccc2F)c2ccccc2)C1=O,1
RACECADOTRIL,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,1
ACETORPHINE,CCC[C@@](C)(O)[C@H]1CC23C=CC1(OC)[C@H]1Oc4c(ccc5c4C13CCN(C)C2C5)OC(C)=O,1
ACETYLMETHADOL,CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,1
ALFENTANIL,CCN1N=NN(CCN2CCC(CC2)(COC)N(C(=O)CC)c2ccccc2)C1=O,1
ALLETORPHINE,CCCC(C)(O)[C@H]1CC23C=CC1(OC)[C@@H]1Oc4c(ccc5c4C13CCN(CC=C)C2C5)O,1
ALPHACETYLMETHADOL,CC[C@H](OC(C)=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,1
ALPHAMEPRODINE,CC[C@H]1CN(C)CC[C@]1(OC(=O)CC)c1ccccc1,1
ALPHAMETHADOL,CC[C@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,1
ALPHAPRODINE,CCC(=O)O[C@@]1(CCN(C)C[C@@H]1C)c1ccccc1,1
BETACETYLMETHADOL,CC[C@@H](OC(C)=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,1
BETAMEPRODINE,CCC1CN(C)CCC1(OC(=O)CC)c1ccccc1,1
BETAMETHADOL,CC[C@@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,1
BETAPRODINE,CCC(=O)OC1(CCN(C)CC1C)c1ccccc1,1
BREMAZOCINE,CCC12CCN(CC3(O)CC3)C(Cc3ccc(cc31)O)C2(C)C,1
BUPRENORPHINE,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5)O,1
BUTORPHANOL,Oc1ccc2c(c1)[C@]13CCCC[C@@]3(O)[C@@H](C2)N(CC1)CC1CCC1,1
CODEINE,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]143,1
COGAZOCINE,CCC12CCN(CC3CCC3)C(Cc3ccc(cc13)O)C2(C)C,1
CONORFONE,CC[C@H]1CC(=O)[C@@H]2Oc3c(ccc4c3[C@]32CCN(CC2CC2)[C@H](C4)[C@H]13)OC,1
CYCLAZOCINE,CC1C2Cc3ccc(cc3C1(C)CCN2CC1CC1)O,1
CYPRENORPHINE,CO[C@@]12C=C[C@@]3(CC1C(C)(C)O)[C@H]1Cc4ccc(c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5)O,1
DESOMORPHINE,CN1CC[C@@]23[C@@H]4CCC[C@H]3[C@H]1Cc1ccc(c(c21)O4)O,1
DEXTROMETHORPHAN,COc1ccc2c(c1)[C@@]13CCCC[C@@H]3[C@H](C2)N(C)CC1,1
DEXTROMORAMIDE,C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,1
DEXTROPROPOXYPHENE,CCC(=O)O[C@@](Cc1ccccc1)([C@H](C)CN(C)C)c1ccccc1,1
DEXTRORPHAN,CN1CC[C@]23CCCC[C@@H]3[C@@H]1Cc1ccc(cc21)O,1
DEZOCINE,C[C@@]12CCCCCC(Cc3ccc(cc31)O)[C@@H]2N,1
DIACETYLMORPHINE,CN1CC[C@@]23[C@H]4Oc5c(ccc(c52)C[C@@H]1[C@@H]3C=C[C@@H]4OC(C)=O)OC(C)=O,1
DIACETYLNALORPHINE,CC(=O)OC1C=CC2C3Cc4ccc(c5c4C2(CCN3CC=C)C1O5)OC(C)=O,1
DIHYDROCODEINE,COc1ccc2c3c1OC1[C@@H](O)CCC4C(C2)N(C)CC[C@@]413,1
DIPRENORPHINE,CO[C@@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5)O,1
ECADOTRIL,CC(=O)SC[C@@H](Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,1
ASIMADOLINE,CN([C@H](CN1CC[C@H](O)C1)c1ccccc1)C(=O)C(c1ccccc1)c1ccccc1,1
EPTAZOCINE,CN1CC[C@]2(C)C[C@H](C1)Cc1ccc(cc12)O,1
ETORPHINE,CCC[C@](C)(O)C1C[C@]23C=C[C@]1(OC)[C@@H]1Oc4c(ccc5c4[C@@]13CCN(C)[C@@H]2C5)O,1
FENTANYL,CCC(=O)N(C1CCN(CC1)CCc1ccccc1)c1ccccc1,1
GEMAZOCINE,CCC12CCN(CC3CC3)C(Cc3ccc(cc31)O)C2(C)C,1
REMIFENTANIL,CCC(=O)N(c1ccccc1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,1
HYDROMORPHINOL,CN1CC[C@@]23[C@H]4Oc5c(ccc(c52)C[C@@H]1[C@]3(O)CC[C@@H]4O)O,1
HYDROMORPHONE,CN1CC[C@]23[C@H]4CCC(=O)[C@@H]3Oc3c(ccc(c32)C[C@H]41)O,1
HOMPRENORPHINE,CCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(ccc5c4C13CCN(CC1CC1)C2C5)OC,1
HYDROCODONE,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]413,1
ISOMETHADONE,CCC(=O)C(C(C)CN(C)C)(c1ccccc1)c1ccccc1,1
KETAZOCINE,C[C@H]1[C@@H]2N(CC[C@@]1(C)c1cc(ccc1C2=O)O)CC1CC1,1
LEVALLORPHAN,Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CC=C,1
LEVOMETHADONE,CCC(=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,1
LEVOMETHORPHAN,COc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(C)CC1,1
LEVOMORAMIDE,C[C@@H](CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,1
LEVOPHENACYLMORPHAN,Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CC(=O)c1ccccc1,1
LEVOPROPOXYPHENE,CCC(=O)O[C@](Cc1ccccc1)([C@@H](C)CN(C)C)c1ccccc1,1
LEVORPHANOL,CN1CC[C@@]23CCCC[C@H]3[C@H]1Cc1ccc(cc21)O,1
LOFENTANIL,CCC(=O)N(c1ccccc1)[C@]1(CCN(CCc2ccccc2)C[C@H]1C)C(=O)OC,1
METHYLDESORPHINE,CN1CC[C@]23[C@H]4CC=C(C)[C@@H]3Oc3c(ccc(c32)C[C@H]41)O,1
METHYLDIHYDROMORPHINE,CN1CC[C@]23[C@H]4CC[C@](C)(O)[C@@H]3Oc3c(ccc(c32)C[C@H]41)O,1
METAZOCINE,CC1C2Cc3ccc(cc3C1(C)CCN2C)O,1
METHADONE,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,1
METOPON,CN1CC[C@]23[C@H]4CCC(=O)[C@]3(C)Oc3c(ccc(c32)C[C@H]41)O,1
NALBUPHINE,O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(c5c4[C@@]2(CCN3CC2CCC2)[C@H]1O5)O,1
NALMEFENE,Oc1ccc2c3c1O[C@H]1C(=C)CC[C@@]4(O)[C@@H](C2)N(CC[C@@]134)CC1CC1,1
NALMEXONE,CC(C)=CCN1CC[C@@]23[C@H]4Oc5c(ccc(c52)C[C@@H]1[C@]3(O)CCC4=O)O,1
NALOXONE,Oc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(CC[C@@]134)CC=C,1
NALTREXONE,Oc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(CC[C@@]134)CC1CC1,1
NICODICODINE,COc1ccc2c3c1O[C@H]1[C@H](CC[C@H]4[C@@H](C2)N(C)CC[C@@]413)OC(=O)c1cccnc1,1
NICOMORPHINE,CN1CC[C@@]23[C@H]4Oc5c(ccc(c52)C[C@@H]1[C@@H]3C=C[C@@H]4OC(=O)c1cccnc1)OC(=O)c1cccnc1,1
NORCODEINE,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@]143,1
NORLEVORPHANOL,Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)NCC1,1
NORMETHADONE,CCC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1,1
NORMORPHINE,O[C@H]1C=C[C@H]2[C@H]3Cc4ccc(c5c4[C@@]2(CCN3)[C@H]1O5)O,1
NOSCAPINE,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@@H]1N(C)CCc2cc3c(c(c21)OC)OCO3,1
OXILORPHAN,Oc1ccc2c(c1)[C@]13CCCC[C@@]3(O)[C@@H](C2)N(CC1)CC1CC1,1
OXYCODONE,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@@]134,1
OXYMORPHONE,CN1CC[C@@]23[C@H]4Oc5c(ccc(c52)C[C@@H]1[C@]3(O)CCC4=O)O,1
PENTAMORPHONE,CN1CC[C@@]23[C@H]4Oc5c(ccc(c52)C[C@@H]1[C@]3(CCCCCN)C=CC4=O)O,1
PENTAZOCINE,C[C@H]1[C@H]2Cc3ccc(cc3[C@]1(C)CCN2CC=C(C)C)O,1
PETHIDINE,CCOC(=O)C1(CCN(C)CC1)c1ccccc1,1
PHENAZOCINE,CC1C2Cc3ccc(cc3C1(C)CCN2CCc1ccccc1)O,1
PHENOMORPHAN,Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CCc2ccccc2)CC1,1
PIMINODINE,CCOC(=O)C1(CCN(CCCNc2ccccc2)CC1)c1ccccc1,1
PROXORPHAN,Oc1ccc2c(c1)[C@@]13CCN(CC4CC4)[C@H](C2)[C@@H]3CCOC1,1
RACEMORAMIDE,CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,1
APADOLINE,CCCNC(=O)c1ccc2c(c1)N([C@H](C)CN1CCCC1)c1ccccc1S2,1
SAMERIDINE,CCCCCCN1CCC(CC1)(C(=O)N(C)CC)c1ccccc1,1
SEMORPHONE,COCCN1CC[C@@]23[C@H]4Oc5c(ccc(c52)C[C@@H]1[C@]3(O)CCC4=O)O,1
SUFENTANIL,CCC(=O)N(c1ccccc1)C1(CCN(CCc2sccc2)CC1)COC,1
TONAZOCINE,CCCCCC(=O)CCC1(C)[C@@H]2Cc3ccc(cc3[C@@]1(C)CCN2C)O,1
TRAMADOL,COc1cccc(c1)[C@@]1(O)CCCC[C@@H]1CN(C)C,1
XORPHANOL,C[C@H]1CC(=C)C[C@]23CCN(CC4CCC4)[C@H](Cc4ccc(cc24)O)[C@H]13,1
CARFENTANIL,CCC(=O)N(c1ccccc1)C1(CCN(CCc2ccccc2)CC1)C(=O)OC,1
DIMEMORFAN,CN1CC[C@]23CCCC[C@@H]3[C@@H]1Cc1ccc(cc21)C,1
DROTEBANOL,COc1ccc2c(c1OC)C13CCN(C)C(C2)C3(O)CCC(O)C1,1
HYDROXYPETHIDINE,CCOC(=O)C1(CCN(C)CC1)c1cccc(c1)O,1
ANILERIDINE,CCOC(=O)C1(CCN(CCc2ccc(cc2)N)CC1)c1ccccc1,1
EMBUTRAMIDE,CCC(CC)(CNC(=O)CCCO)c1cccc(c1)OC,1
KETOBEMIDONE,CCC(=O)C1(CCN(C)CC1)c1cccc(c1)O,1
KETORFANOL,Oc1cccc2c1[C@@]13CCN(CC4CC4)[C@H](C2)[C@@H]3CCC(=O)C1,1
MYROPHINE,CCCCCCCCCCCCCC(=O)OC1C=C[C@H]2[C@H]3Cc4ccc(c5c4[C@@]2(CCN3C)[C@H]1O5)OCc1ccccc1,1
PICENADOL,CCC[C@@]1(CCN(C)C[C@@H]1C)c1cccc(c1)O,1
PIRITRAMIDE,NC(=O)C1(CCN(CC1)CCC(C#N)(c1ccccc1)c1ccccc1)N1CCCCC1,1
LORCINADOL,Clc1ccc(nn1)N1CCN(CC1)C/C=C/c1ccccc1,1
SPIRADOLINE,CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1)C(=O)Cc1ccc(c(c1)Cl)Cl,1
TILIDINE,CCOC(=O)[C@@]1(CCC=C[C@H]1N(C)C)c1ccccc1,1
LUFURADOM,CN1C(CNC(=O)c2cocc2)CN=C(c2ccccc2)c2ccc(cc12)F,1
THEBACON,COc1ccc2c3c1O[C@H]1C(=CC[C@H]4[C@@H](C2)N(C)CCC413)OC(C)=O,1
ACEPERONE,CC(=O)NCC1(CCN(CCCC(=O)c2ccc(cc2)F)CC1)c1ccccc1,1
BLONANSERIN,CCN1CCN(CC1)c1cc(c2c(n1)CCCCCC2)c1ccc(cc1)F,1
ALENTEMOL,CCCN(CCC)C1Cc2cccc3cc(cc(c23)C1)O,1
ALPIROPRIDE,CNS(=O)(=O)c1cc(c(cc1N)OC)C(=O)NCC1CCCN1CC=C,1
AMIPERONE,CN(C)C(=O)C1(CCN(CCCC(=O)c2ccc(cc2)F)CC1)c1ccc(cc1)Cl,1
AMISULPRIDE,CCN1CCCC1CNC(=O)c1cc(c(cc1OC)N)S(=O)(=O)CC,1
AMPEROZIDE,CCNC(=O)N1CCN(CCCC(c2ccc(cc2)F)c2ccc(cc2)F)CC1,1
ANISOPIROL,COc1ccccc1N1CCN(CCCC(O)c2ccc(cc2)F)CC1,1
AXAMOZIDE,Clc1ccc2c(c1)NC(=O)N2C1CCN(CC1)CC1COc2ccccc2O1,1
AZABUPERONE,Fc1ccc(cc1)C(=O)CCCN1CCN2CCCC2C1,1
AZAPERONE,Fc1ccc(cc1)C(=O)CCCN1CCN(CC1)c1ccccn1,1
BENPERIDOL,Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)N1C(=O)Nc2ccccc12,1
BENZQUINAMIDE,CCN(CC)C(=O)C1CN2CCc3cc(c(cc3C2CC1OC(C)=O)OC)OC,1
BERUPIPAM,CN1CCc2cc(c(cc2[C@H](C1)c1cc(cc2c1OCC2)Br)O)Cl,1
BIRIPERONE,Fc1ccc(cc1)C(=O)CCCN1CCN2Cc3[nH]c4ccccc4c3CC2C1,1
BROMPERIDOL-DECANOATE,CCCCCCCCCC(=O)OC1(CCN(CCCC(=O)c2ccc(cc2)F)CC1)c1ccc(cc1)Br,1
BROMPERIDOL,OC1(CCN(CCCC(=O)c2ccc(cc2)F)CC1)c1ccc(cc1)Br,1
BUTACLAMOL,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c34)[C@@H]2C1,1
BUTAPERAZINE,CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,1
CARFENAZINE,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,1
CARPERONE,CC(C)NC(=O)OC1CCN(CCCC(=O)c2ccc(cc2)F)CC1,1
CARVOTROLINE,Fc1ccc2[nH]c3c(c2c1)CN(CCc1ccncc1)CC3,1
PENTIAPINE,CN1CCN(CC1)C1=Nc2ccccc2Sc2nccn21,1
BATELAPINE,CN1CCN(CC1)C1=Nc2cc(ccc2Cc2nc(nn21)C)[I],1
CHLOROSERPIDINE,CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5ccc(cc54)Cl)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c1cc(c(c(c1)OC)OC)OC,1
CINUPERONE,Fc1ccc(cc1)C(=O)CCCN1CCN(CC1)c1cc2ccccc2cn1,1
SAVOXEPIN,N#Cc1ccc2c(c1)C1=C(CCN(CC1)CC1CCCC1)c1ccccc1O2,1
CITATEPINE,CN1CCC2=C(CC1)c1cc(ccc1Sc1ccccc21)C#N,1
CLEBOPRIDE,COc1cc(c(cc1C(=O)NC1CCN(CC1)Cc1ccccc1)Cl)N,1
CLOFLUPEROL,OC1(CCN(CCCC(=O)c2ccc(cc2)F)CC1)c1ccc(c(c1)C(F)(F)F)Cl,1
CLOMACRAN,CN(C)CCCC1c2ccccc2Nc2ccc(cc12)Cl,1
CLOPENTHIXOL,OCCC1CCC(CC\C=C2/c3ccccc3Sc3ccc(cc/23)Cl)CC1,1
CLOPIPAZAN,CN1CCC(CC1)=C1c2ccccc2Oc2ccc(cc12)Cl,1
CLOROPERONE,Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)C(=O)c1ccc(cc1)Cl,1
CLOXYPENDYL,OCCN1CCN(CCCN2c3ccccc3Sc3cc(cnc32)Cl)CC1,1
ZIPRASIDONE,Clc1cc2c(cc1CCN1CCN(CC1)c1nsc3ccccc13)CC(=O)N2,1
DESERPIDINE,CO[C@H]1[C@@H](C[C@H]2CN3CCc4c([nH]c5ccccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c1cc(c(c(c1)OC)OC)OC,1
DEXCLAMOL,CC(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c34)[C@H]2C1,1
DICARBINE,CN1CCC2Nc3ccc(cc3C2C1)C,1
DIMELAZINE,CN1CCC(C)(C1)CN1c2ccccc2Sc2ccccc21,1
PANAMESINE,COc1ccc(cc1)N1C[C@H](CN2CCC(O)(CC2)c2ccc3c(c2)OCO3)OC1=O,1
